Category,Firm,Email,SourceFile,ID
"Immobilien/HV","Müller Immobilienservice (Bühl/Sinzheim)","info@mueller-immoservice.de","immobilien-emails-data.json",37
"Immobilien/HV","Murgtal Immobilien (Rastatt)","kontakt@murgtal-immobilien.com","immobilien-emails-data.json",21
"Immobilien/HV","MV Hausverwaltung (Baden-Baden)","info@mv-hausverwaltung.com","immobilien-emails-data.json",18
"Immobilien/HV","Natalia Heck Immobilien & Service (Stutensee)","info@immobilienservice-nataliaheck.de","immobilien-emails-data.json",51
"Immobilien/HV","Pell-Rich Immobilien (Karlsruhe)","immobilien@pell-rich.de","immobilien-emails-data.json",4
"Immobilien/HV","Pfisterer & Gerber Immobilien","info@pfisterer-gerber.de","immobilien-emails-data.json",62
"Immobilien/HV","PROKUR Verwaltungsgesellschaft (Bühl)","service@prokur-hausverwaltungen.de","immobilien-emails-data.json",38
"Immobilien/HV","RS Hausverwaltung (Pforzheim)","info@rshv.de","immobilien-emails-data.json",13
"Immobilien/HV","Sascha Peter Immobilien (Rastatt)","info@sascha-peter-immobilien.de","immobilien-emails-data.json",22
"Immobilien/HV","Schmidt & Schurig Immobilien","bretten@schmidt-schurig.de","immobilien-emails-data.json",61
"Immobilien/HV","Schumacher Hausverwaltung","info@schumacher-hausverwaltung.com","immobilien-emails-data.json",68
"Immobilien/HV","Schürrer & Fleischer Immobilien (Pforzheim)","info@schuerrer-fleischer.de","immobilien-emails-data.json",12
"Immobilien/HV","Schwarz Immobilien (Rheinstetten-Neuburgweier)","mail@immobilie-schwarz.de","immobilien-emails-data.json",47
"Immobilien/HV","Schweitzer Immobilien (Rastatt)","jc.schweitzer@freenet.de","immobilien-emails-data.json",23
"Immobilien/HV","SEEGER & RUSSWURM Immobilien (Ettlingen)","welcome@seeger-russwurm.de","immobilien-emails-data.json",30
"Immobilien/HV","Seeger Vermögensverwaltung (Stutensee-Blankenloch)","info@seeger-gruppe.de","immobilien-emails-data.json",53
"Immobilien/HV","Thomas Bohner Immobilien (Pforzheim)","info@thomasbohner.de","immobilien-emails-data.json",14
"Immobilien/HV","Werner & David Lorenz Immobilien (Gaggenau)","mail@lorenz-immobilien.net","immobilien-emails-data.json",27
"Immobilien/HV","weststadtmakler.de — Burkard (Karlsruhe)","info@weststadtmakler.de","immobilien-emails-data.json",3
"Pflegedienst/Seniorenheim","5 STERNE Ambulanter Pflegedienst Baden-Baden","Info@5sterne-pflege.com","pflegedienste-emails-data.json",5
"Pflegedienst/Seniorenheim","AKD Ambulanter Krankenpflege-Dienst Karlsruhe","info@akd-karlsruhe.de","pflegedienste-emails-data.json",3
"Pflegedienst/Seniorenheim","Ambulanter Pflegedienst zuHause Pforzheim","info@ambulante-pflege-pforzheim.de","pflegedienste-emails-data.json",10
"Pflegedienst/Seniorenheim","BS Ambulanter Pflegedienst Karlsruhe","info@bs-pflege-ka.de","pflegedienste-emails-data.json",1
"Pflegedienst/Seniorenheim","Cosmea Pflege Karlsruhe","karlsruhe@cosmea-pflege.de","pflegedienste-emails-data.json",2
"Pflegedienst/Seniorenheim","DRK Kreisverband Bühl-Achern","pflege@drk-buehl-achern.de","pflegedienste-emails-data.json",12
"Pflegedienst/Seniorenheim","Klinikum Mittelbaden Pflegedienst Ottersweier","ambulanter-pflegedienst@klinikum-mittelbaden.de","pflegedienste-emails-data.json",8
"Pflegedienst/Seniorenheim","Mit Liebe zur Pflege Baden-Baden","MitLiebezurPflege@web.de","pflegedienste-emails-data.json",6
"Pflegedienst/Seniorenheim","OXYLIS Pflegedienst Pforzheim","Pforzheim@oxylis.de","pflegedienste-emails-data.json",11
"Pflegedienst/Seniorenheim","Pflegedienst Ganz","info@pflege-bade.de","pflegedienste-emails-data.json",7
"Pflegedienst/Seniorenheim","Pflegedienst Neubauer Baden-Baden","info@neubauer-pflegedienst.de","pflegedienste-emails-data.json",4
"Pflegedienst/Seniorenheim","Pflegedienst Sonnenstrahl Pforzheim","info@pf-sonnenstrahl.de","pflegedienste-emails-data.json",9
"Pflegedienst/Seniorenheim","Vitalis Senioreneinrichtung Gaggenau","info@vitalis-gaggenau.de","pflegedienste-emails-data.json",13
